! na - neutral gas cooling by atomic emission, cooling < 0., [erg cm-3 s-1]
! nh2 - neutral gas cooling by H2 emission
! nh2o - neutral gas cooling by H2O emission
! nco - neutral gas cooling by CO emission
! noh - neutral gas cooling by OH emission
! nnh3 - neutral gas cooling by p- and o-NH3 emission
! nch3oh - neutral gas cooling by CH3OH (A-,E-) emission
! ni - neutral gas heating by neutral-ion collisions
! ne - neutral gas heating by neutral-electron collisions
! nd - neutral gas heating by neutral-dust collisions
! nch - neutral gas heating by chemical reactions
! nh2-h - neutral gas cooling by H2-H dissociation (is included in previous parameter nch)
! ph - heating by photoeffect on dust grains
! cr - heating by cosmic rays
! rlh2 - radiative energy loss by H2 molecule (total and only within state v = 0)
! ih2 - ion fluid cooling via excitation of H2 via ion-H2 collisions
! in - ion gas component heating by neutral-ion collisions
! ie - ion gas component heating by ion-electron collisions
! ich - ion gas component heating by chemical reactions
! ea - electron component cooling by atomic emission
! eh2 - electron component cooling by H2 emission
! eh2o - electron component cooling by H2O emission
! en - electron component heating by neutral-electron collisions
! ei - electron component heating by ion-electron collisions
! ech - electron component heating by chemical reactions
!1           2           3           4           5           6           7           8           9           10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          
!t(yr)/z(cm) na          nh2         nh2o        nco         noh         nnh3        nch3oh      ni          ne          nd          nch         nh2-h       ph          cr          rlh2        rlh2v0      ih2         in          ie          ich         ea          eh2         eh2o        en          ei          ech         
2.05353e+00  0.000e+00   1.040e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   9.368e-24   4.114e-26   -5.009e-25  2.197e-22   -1.777e-121 1.034e-25   3.084e-24   1.019e-24   7.140e-27   3.609e-27   -9.368e-24  2.261e-25   8.507e-24   0.000e+00   2.541e-27   0.000e+00   -4.114e-26  -2.261e-25  -3.663e-25  
2.20673e+00  0.000e+00   1.113e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   9.744e-24   4.279e-26   -5.012e-25  2.255e-22   -1.934e-121 1.034e-25   3.084e-24   1.020e-24   7.562e-27   3.877e-27   -9.744e-24  2.242e-25   8.884e-24   0.000e+00   2.549e-27   0.000e+00   -4.279e-26  -2.242e-25  -3.671e-25  
2.37137e+00  0.000e+00   1.190e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.013e-23   4.451e-26   -5.015e-25  2.315e-22   -2.106e-121 1.034e-25   3.084e-24   1.020e-24   8.003e-27   4.165e-27   -1.013e-23  2.222e-25   9.277e-24   0.000e+00   2.558e-27   0.000e+00   -4.451e-26  -2.222e-25  -3.679e-25  
2.54830e+00  0.000e+00   1.272e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.054e-23   4.630e-26   -5.019e-25  2.378e-22   -2.295e-121 1.034e-25   3.084e-24   1.021e-24   8.463e-27   4.474e-27   -1.054e-23  2.202e-25   9.685e-24   0.000e+00   2.567e-27   0.000e+00   -4.630e-26  -2.202e-25  -3.687e-25  
2.73842e+00  0.000e+00   1.359e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.096e-23   4.815e-26   -5.024e-25  2.444e-22   -2.502e-121 1.034e-25   3.084e-24   1.022e-24   8.942e-27   4.806e-27   -1.096e-23  2.180e-25   1.011e-23   0.000e+00   2.577e-27   0.000e+00   -4.815e-26  -2.180e-25  -3.695e-25  
2.94273e+00  0.000e+00   1.451e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.140e-23   5.008e-26   -5.028e-25  2.512e-22   -2.730e-121 1.034e-25   3.084e-24   1.023e-24   9.441e-27   5.163e-27   -1.140e-23  2.158e-25   1.055e-23   0.000e+00   2.587e-27   0.000e+00   -5.008e-26  -2.158e-25  -3.704e-25  
3.16228e+00  0.000e+00   1.548e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.185e-23   5.206e-26   -5.034e-25  2.582e-22   -2.979e-121 1.034e-25   3.084e-24   1.023e-24   9.959e-27   5.546e-27   -1.185e-23  2.134e-25   1.100e-23   0.000e+00   2.598e-27   0.000e+00   -5.206e-26  -2.134e-25  -3.712e-25  
3.39821e+00  0.000e+00   1.651e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.232e-23   5.410e-26   -5.039e-25  2.655e-22   -3.253e-121 1.034e-25   3.084e-24   1.024e-24   1.050e-26   5.957e-27   -1.232e-23  2.110e-25   1.146e-23   0.000e+00   2.609e-27   0.000e+00   -5.410e-26  -2.110e-25  -3.720e-25  
3.65174e+00  0.000e+00   1.759e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.279e-23   5.619e-26   -5.046e-25  2.729e-22   -3.553e-121 1.034e-25   3.084e-24   1.025e-24   1.105e-26   6.398e-27   -1.279e-23  2.085e-25   1.194e-23   0.000e+00   2.621e-27   0.000e+00   -5.619e-26  -2.085e-25  -3.728e-25  
3.92419e+00  0.000e+00   1.872e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.328e-23   5.833e-26   -5.053e-25  2.806e-22   -3.883e-121 1.034e-25   3.084e-24   1.026e-24   1.163e-26   6.872e-27   -1.328e-23  2.059e-25   1.243e-23   0.000e+00   2.633e-27   0.000e+00   -5.833e-26  -2.059e-25  -3.735e-25  
4.21697e+00  0.000e+00   1.992e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.377e-23   6.050e-26   -5.061e-25  2.884e-22   -4.244e-121 1.034e-25   3.084e-24   1.027e-24   1.222e-26   7.380e-27   -1.377e-23  2.032e-25   1.293e-23   0.000e+00   2.646e-27   0.000e+00   -6.050e-26  -2.032e-25  -3.743e-25  
4.53158e+00  0.000e+00   2.118e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.427e-23   6.271e-26   -5.069e-25  2.964e-22   -4.641e-121 1.034e-25   3.084e-24   1.028e-24   1.284e-26   7.926e-27   -1.427e-23  2.004e-25   1.343e-23   0.000e+00   2.659e-27   0.000e+00   -6.271e-26  -2.004e-25  -3.749e-25  
4.86968e+00  0.000e+00   2.249e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.478e-23   6.493e-26   -5.079e-25  3.045e-22   -5.077e-121 1.034e-25   3.084e-24   1.029e-24   1.347e-26   8.511e-27   -1.478e-23  1.976e-25   1.394e-23   0.000e+00   2.673e-27   0.000e+00   -6.493e-26  -1.976e-25  -3.755e-25  
5.23299e+00  0.000e+00   2.386e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.529e-23   6.717e-26   -5.089e-25  3.127e-22   -5.554e-121 1.034e-25   3.084e-24   1.031e-24   1.412e-26   9.140e-27   -1.529e-23  1.946e-25   1.445e-23   0.000e+00   2.687e-27   0.000e+00   -6.717e-26  -1.946e-25  -3.760e-25  
5.62341e+00  0.000e+00   2.530e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.580e-23   6.942e-26   -5.101e-25  3.210e-22   -6.078e-121 1.034e-25   3.084e-24   1.032e-24   1.478e-26   9.814e-27   -1.580e-23  1.916e-25   1.496e-23   0.000e+00   2.702e-27   0.000e+00   -6.942e-26  -1.916e-25  -3.764e-25  
6.04296e+00  0.000e+00   2.679e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.630e-23   7.165e-26   -5.114e-25  3.293e-22   -6.651e-121 1.034e-25   3.084e-24   1.033e-24   1.546e-26   1.054e-26   -1.630e-23  1.885e-25   1.547e-23   0.000e+00   2.717e-27   0.000e+00   -7.165e-26  -1.885e-25  -3.768e-25  
6.49382e+00  0.000e+00   2.833e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.681e-23   7.387e-26   -5.128e-25  3.377e-22   -7.280e-121 1.034e-25   3.084e-24   1.035e-24   1.615e-26   1.131e-26   -1.681e-23  1.854e-25   1.598e-23   0.000e+00   2.732e-27   0.000e+00   -7.387e-26  -1.854e-25  -3.770e-25  
6.97831e+00  0.000e+00   2.994e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.730e-23   7.605e-26   -5.144e-25  3.460e-22   -7.967e-121 1.034e-25   3.084e-24   1.036e-24   1.686e-26   1.214e-26   -1.730e-23  1.822e-25   1.647e-23   0.000e+00   2.748e-27   0.000e+00   -7.605e-26  -1.822e-25  -3.770e-25  
7.49894e+00  0.000e+00   3.159e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.779e-23   7.820e-26   -5.161e-25  3.543e-22   -8.719e-121 1.034e-25   3.084e-24   1.037e-24   1.757e-26   1.304e-26   -1.779e-23  1.789e-25   1.696e-23   0.000e+00   2.764e-27   0.000e+00   -7.820e-26  -1.789e-25  -3.769e-25  
8.05842e+00  0.000e+00   3.329e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.826e-23   8.029e-26   -5.179e-25  3.625e-22   -9.542e-121 1.034e-25   3.084e-24   1.039e-24   1.829e-26   1.399e-26   -1.826e-23  1.756e-25   1.744e-23   0.000e+00   2.779e-27   0.000e+00   -8.029e-26  -1.756e-25  -3.767e-25  
8.65964e+00  0.000e+00   3.503e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.872e-23   8.232e-26   -5.200e-25  3.705e-22   -1.044e-120 1.034e-25   3.084e-24   1.041e-24   1.901e-26   1.502e-26   -1.872e-23  1.723e-25   1.790e-23   0.000e+00   2.795e-27   0.000e+00   -8.232e-26  -1.723e-25  -3.763e-25  
9.30572e+00  0.000e+00   3.681e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.916e-23   8.427e-26   -5.223e-25  3.785e-22   -1.142e-120 1.034e-25   3.084e-24   1.042e-24   1.974e-26   1.612e-26   -1.916e-23  1.689e-25   1.835e-23   0.000e+00   2.811e-27   0.000e+00   -8.427e-26  -1.689e-25  -3.756e-25  
1.00000e+01  0.000e+00   3.863e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.958e-23   8.614e-26   -5.248e-25  3.862e-22   -1.249e-120 1.034e-25   3.084e-24   1.044e-24   2.047e-26   1.729e-26   -1.958e-23  1.655e-25   1.877e-23   0.000e+00   2.827e-27   0.000e+00   -8.614e-26  -1.655e-25  -3.748e-25  
1.07461e+01  0.000e+00   4.046e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   1.998e-23   8.792e-26   -5.275e-25  3.938e-22   -1.365e-120 1.034e-25   3.084e-24   1.046e-24   2.119e-26   1.855e-26   -1.998e-23  1.621e-25   1.918e-23   0.000e+00   2.842e-27   0.000e+00   -8.792e-26  -1.621e-25  -3.737e-25  
1.15478e+01  0.000e+00   4.232e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.036e-23   8.960e-26   -5.305e-25  4.012e-22   -1.492e-120 1.034e-25   3.084e-24   1.048e-24   2.190e-26   1.990e-26   -2.036e-23  1.586e-25   1.956e-23   0.000e+00   2.857e-27   0.000e+00   -8.960e-26  -1.586e-25  -3.724e-25  
1.24094e+01  0.000e+00   4.418e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.071e-23   9.118e-26   -5.338e-25  4.082e-22   -1.630e-120 1.034e-25   3.084e-24   1.050e-24   2.260e-26   2.135e-26   -2.071e-23  1.551e-25   1.992e-23   0.000e+00   2.871e-27   0.000e+00   -9.118e-26  -1.551e-25  -3.709e-25  
1.33352e+01  0.000e+00   4.604e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.104e-23   9.264e-26   -5.374e-25  4.151e-22   -1.780e-120 1.034e-25   3.084e-24   1.052e-24   2.329e-26   2.289e-26   -2.104e-23  1.516e-25   2.026e-23   0.000e+00   2.884e-27   0.000e+00   -9.264e-26  -1.516e-25  -3.691e-25  
1.43301e+01  0.000e+00   4.788e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.134e-23   9.400e-26   -5.413e-25  4.216e-22   -1.942e-120 1.034e-25   3.084e-24   1.054e-24   2.396e-26   2.455e-26   -2.134e-23  1.481e-25   2.056e-23   0.000e+00   2.896e-27   0.000e+00   -9.400e-26  -1.481e-25  -3.670e-25  
1.53993e+01  0.000e+00   4.971e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.162e-23   9.524e-26   -5.456e-25  4.279e-22   -2.119e-120 1.034e-25   3.084e-24   1.056e-24   2.461e-26   2.632e-26   -2.162e-23  1.445e-25   2.085e-23   0.000e+00   2.907e-27   0.000e+00   -9.524e-26  -1.445e-25  -3.646e-25  
1.65482e+01  0.000e+00   5.150e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.187e-23   9.637e-26   -5.503e-25  4.338e-22   -2.310e-120 1.034e-25   3.084e-24   1.059e-24   2.524e-26   2.821e-26   -2.187e-23  1.409e-25   2.110e-23   0.000e+00   2.917e-27   0.000e+00   -9.637e-26  -1.409e-25  -3.620e-25  
1.77828e+01  0.000e+00   5.324e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.209e-23   9.738e-26   -5.554e-25  4.395e-22   -2.518e-120 1.034e-25   3.084e-24   1.061e-24   2.584e-26   3.023e-26   -2.209e-23  1.374e-25   2.133e-23   0.000e+00   2.925e-27   0.000e+00   -9.738e-26  -1.374e-25  -3.591e-25  
1.91095e+01  0.000e+00   5.494e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.229e-23   9.829e-26   -5.609e-25  4.448e-22   -2.742e-120 1.034e-25   3.084e-24   1.064e-24   2.641e-26   3.240e-26   -2.229e-23  1.338e-25   2.154e-23   0.000e+00   2.932e-27   0.000e+00   -9.829e-26  -1.338e-25  -3.558e-25  
2.05353e+01  0.000e+00   5.656e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.246e-23   9.909e-26   -5.669e-25  4.498e-22   -2.985e-120 1.034e-25   3.084e-24   1.066e-24   2.695e-26   3.470e-26   -2.246e-23  1.301e-25   2.172e-23   0.000e+00   2.937e-27   0.000e+00   -9.909e-26  -1.301e-25  -3.523e-25  
2.20673e+01  0.000e+00   5.812e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.261e-23   9.978e-26   -5.735e-25  4.545e-22   -3.247e-120 1.034e-25   3.084e-24   1.069e-24   2.745e-26   3.717e-26   -2.261e-23  1.265e-25   2.187e-23   0.000e+00   2.940e-27   0.000e+00   -9.978e-26  -1.265e-25  -3.484e-25  
2.37137e+01  0.000e+00   5.959e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.273e-23   1.004e-25   -5.806e-25  4.588e-22   -3.530e-120 1.034e-25   3.084e-24   1.072e-24   2.793e-26   3.980e-26   -2.273e-23  1.228e-25   2.201e-23   0.000e+00   2.940e-27   0.000e+00   -1.004e-25  -1.228e-25  -3.442e-25  
2.54830e+01  0.000e+00   6.097e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.284e-23   1.009e-25   -5.883e-25  4.628e-22   -3.836e-120 1.034e-25   3.084e-24   1.075e-24   2.837e-26   4.260e-26   -2.284e-23  1.191e-25   2.212e-23   0.000e+00   2.939e-27   0.000e+00   -1.009e-25  -1.191e-25  -3.397e-25  
2.73842e+01  0.000e+00   6.226e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.292e-23   1.013e-25   -5.966e-25  4.664e-22   -4.166e-120 1.034e-25   3.084e-24   1.078e-24   2.878e-26   4.559e-26   -2.292e-23  1.154e-25   2.221e-23   0.000e+00   2.935e-27   0.000e+00   -1.013e-25  -1.154e-25  -3.349e-25  
2.94273e+01  0.000e+00   6.346e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.298e-23   1.016e-25   -6.057e-25  4.697e-22   -4.523e-120 1.034e-25   3.084e-24   1.082e-24   2.916e-26   4.878e-26   -2.298e-23  1.116e-25   2.228e-23   0.000e+00   2.929e-27   0.000e+00   -1.016e-25  -1.116e-25  -3.298e-25  
3.16228e+01  0.000e+00   6.456e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.302e-23   1.019e-25   -6.155e-25  4.727e-22   -4.907e-120 1.034e-25   3.084e-24   1.085e-24   2.951e-26   5.217e-26   -2.302e-23  1.078e-25   2.233e-23   0.000e+00   2.920e-27   0.000e+00   -1.019e-25  -1.078e-25  -3.244e-25  
3.39821e+01  0.000e+00   6.557e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.305e-23   1.021e-25   -6.261e-25  4.753e-22   -5.321e-120 1.034e-25   3.084e-24   1.089e-24   2.985e-26   5.577e-26   -2.305e-23  1.040e-25   2.237e-23   0.000e+00   2.909e-27   0.000e+00   -1.021e-25  -1.040e-25  -3.186e-25  
3.65174e+01  0.000e+00   6.649e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.306e-23   1.022e-25   -6.376e-25  4.775e-22   -5.768e-120 1.034e-25   3.084e-24   1.093e-24   3.017e-26   5.961e-26   -2.306e-23  1.001e-25   2.239e-23   0.000e+00   2.896e-27   0.000e+00   -1.022e-25  -1.001e-25  -3.126e-25  
3.92419e+01  0.000e+00   6.733e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.306e-23   1.023e-25   -6.499e-25  4.794e-22   -6.250e-120 1.034e-25   3.084e-24   1.097e-24   3.049e-26   6.369e-26   -2.306e-23  9.615e-26   2.240e-23   0.000e+00   2.880e-27   0.000e+00   -1.023e-25  -9.615e-26  -3.062e-25  
4.21697e+01  0.000e+00   6.809e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.305e-23   1.023e-25   -6.633e-25  4.809e-22   -6.769e-120 1.034e-25   3.084e-24   1.102e-24   3.081e-26   6.802e-26   -2.305e-23  9.218e-26   2.240e-23   0.000e+00   2.863e-27   0.000e+00   -1.023e-25  -9.218e-26  -2.996e-25  
4.53158e+01  0.000e+00   6.879e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.302e-23   1.023e-25   -6.777e-25  4.820e-22   -7.329e-120 1.034e-25   3.084e-24   1.106e-24   3.115e-26   7.261e-26   -2.302e-23  8.816e-26   2.238e-23   0.000e+00   2.843e-27   0.000e+00   -1.023e-25  -8.816e-26  -2.927e-25  
4.86968e+01  0.000e+00   6.944e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.298e-23   1.022e-25   -6.933e-25  4.827e-22   -7.933e-120 1.034e-25   3.084e-24   1.112e-24   3.152e-26   7.748e-26   -2.298e-23  8.410e-26   2.235e-23   0.000e+00   2.821e-27   0.000e+00   -1.022e-25  -8.410e-26  -2.855e-25  
5.23299e+01  0.000e+00   7.005e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.293e-23   1.021e-25   -7.100e-25  4.831e-22   -8.584e-120 1.034e-25   3.084e-24   1.117e-24   3.193e-26   8.264e-26   -2.293e-23  8.001e-26   2.231e-23   0.000e+00   2.797e-27   0.000e+00   -1.021e-25  -8.001e-26  -2.781e-25  
5.62341e+01  0.000e+00   7.064e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.287e-23   1.019e-25   -7.281e-25  4.832e-22   -9.287e-120 1.034e-25   3.084e-24   1.123e-24   3.240e-26   8.809e-26   -2.287e-23  7.587e-26   2.226e-23   0.000e+00   2.771e-27   0.000e+00   -1.019e-25  -7.587e-26  -2.704e-25  
6.04296e+01  0.000e+00   7.120e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.280e-23   1.017e-25   -7.475e-25  4.828e-22   -1.005e-119 1.034e-25   3.084e-24   1.130e-24   3.295e-26   9.386e-26   -2.280e-23  7.169e-26   2.220e-23   0.000e+00   2.744e-27   0.000e+00   -1.017e-25  -7.169e-26  -2.626e-25  
6.49382e+01  0.000e+00   7.177e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.271e-23   1.015e-25   -7.684e-25  4.821e-22   -1.087e-119 1.034e-25   3.084e-24   1.137e-24   3.359e-26   9.995e-26   -2.271e-23  6.748e-26   2.213e-23   0.000e+00   2.716e-27   0.000e+00   -1.015e-25  -6.748e-26  -2.545e-25  
6.97831e+01  0.000e+00   7.234e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.262e-23   1.012e-25   -7.908e-25  4.811e-22   -1.175e-119 1.034e-25   3.084e-24   1.145e-24   3.434e-26   1.064e-25   -2.262e-23  6.325e-26   2.205e-23   0.000e+00   2.686e-27   0.000e+00   -1.012e-25  -6.325e-26  -2.463e-25  
7.49894e+01  0.000e+00   7.294e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.252e-23   1.009e-25   -8.150e-25  4.797e-22   -1.271e-119 1.034e-25   3.084e-24   1.153e-24   3.521e-26   1.131e-25   -2.252e-23  5.900e-26   2.195e-23   0.000e+00   2.655e-27   0.000e+00   -1.009e-25  -5.900e-26  -2.379e-25  
8.05842e+01  0.000e+00   7.358e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.241e-23   1.006e-25   -8.409e-25  4.780e-22   -1.374e-119 1.034e-25   3.084e-24   1.167e-24   3.622e-26   1.202e-25   -2.241e-23  5.475e-26   2.185e-23   0.000e+00   2.630e-27   0.000e+00   -1.006e-25  -5.475e-26  -2.294e-25  
8.65964e+01  0.000e+00   7.452e-26   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   2.228e-23   1.002e-25   -8.686e-25  4.760e-22   -1.485e-119 1.034e-25   3.084e-24   1.186e-24   3.751e-26   1.277e-25   -2.228e-23  5.051e-26   2.174e-23   0.000e+00   2.617e-27   0.000e+00   -1.002e-25  -5.051e-26  -2.209e-25  
